problem,m,N,method,repetitions,mean_estimate,benchmark_probability,bias,abs_bias,sample_variance,sample_sd,rmse,variance_ratio_to_naive,classifier_accuracy_mean,classifier_error_mean
SIR,5,300,POF_MLP,30,0.14302787737311684,0.16576539180279623,-0.02273751442967939,0.02273751442967939,0.0027057291593296706,0.05201662387477363,0.05676903840800502,1.4050980983993273,0.95624,0.04376000000000002
SIR,5,300,POF_PPSVMG,30,0.15860060282412577,0.16576539180279623,-0.0071647889786704555,0.0071647889786704555,0.0011121190335626932,0.033348448742972936,0.03410943028946058,0.5775287352263196,0.9700533333333333,0.029946666666666677
SIR,5,300,Random_MLP,30,0.12857504904356903,0.16576539180279623,-0.037190342759227196,0.037190342759227196,0.003478491449911724,0.058978737269559475,0.06972526833552185,1.8063972532935129,0.9444533333333334,0.05554666666666663
SIR,5,300,Random_PPSVMG,30,0.16145593635122124,0.16576539180279623,-0.0043094554515749894,0.0043094554515749894,0.0011210472705078898,0.03348204400134332,0.03375823865069087,0.5821652113904241,0.9656533333333334,0.034346666666666636
SIR,5,400,Naive,30,0.16205164517857268,0.16576539180279623,-0.0037137466242235517,0.0037137466242235517,0.0016144798333413977,0.04018059025625927,0.040351849366916624,1.0,,
SIR,5,400,POF_MLP,30,0.12359295775160992,0.16576539180279623,-0.042172434051186314,0.042172434051186314,0.0037215804280801316,0.0610047574216973,0.07416262280880977,2.3051266118188587,0.9526666666666667,0.04733333333333334
SIR,5,400,POF_PPSVMG,30,0.14072897344378482,0.16576539180279623,-0.02503641835901141,0.02503641835901141,0.0033035729177324368,0.05747671630958433,0.06269286372450919,2.0462150406024078,0.9506933333333334,0.04930666666666661
SIR,5,400,Random_MLP,30,0.1486755143148688,0.16576539180279623,-0.017089877487927424,0.017089877487927424,0.004992731141582527,0.07065926083382508,0.0726965958909693,3.0924704282303446,0.9425333333333333,0.057466666666666666
SIR,5,400,Random_PPSVMG,30,0.16322612356990293,0.16576539180279623,-0.002539268232893299,0.002539268232893299,0.000609387232591752,0.024685769839965534,0.024816025381803854,0.37745112698654015,0.9726533333333334,0.02734666666666663
SIR,5,600,Naive,30,0.17559125725627994,0.16576539180279623,0.009825865453483712,0.009825865453483712,0.0011765175529025362,0.034300401643457996,0.03568003902481751,1.0,,
SIR,5,600,POF_MLP,30,0.14720902754697024,0.16576539180279623,-0.01855636425582599,0.01855636425582599,0.001795493063951405,0.04237325883091133,0.04625831512654024,1.5261081821701858,0.9670799999999999,0.03292000000000006
SIR,5,600,POF_PPSVMG,30,0.15554597830094438,0.16576539180279623,-0.010219413501851848,0.010219413501851848,0.0021391348804623515,0.04625078248486561,0.047366351904956576,1.818192066225432,0.9689266666666666,0.031073333333333397
SIR,5,600,Random_MLP,30,0.1592880368045777,0.16576539180279623,-0.006477354998218526,0.006477354998218526,0.0019945857292417075,0.04466078513910954,0.04512806063874952,1.6953301923298554,0.9528533333333333,0.04714666666666667
SIR,5,600,Random_PPSVMG,30,0.16469297054550805,0.16576539180279623,-0.0010724212572881808,0.0010724212572881808,0.0001387536019096533,0.011779371880947359,0.011828088994539096,0.117935853627802,0.9777133333333333,0.022286666666666677
SIR,5,800,Naive,30,0.1676139783488579,0.16576539180279623,0.0018485865460616813,0.0018485865460616813,0.0009700071921696729,0.031144938467906353,0.031199751030864864,1.0,,
SIR,5,800,POF_MLP,30,0.15283297047538996,0.16576539180279623,-0.012932421327406268,0.012932421327406268,0.0018298669023158803,0.042776943583148624,0.044689086181140834,1.8864467367740934,0.9787,0.021299999999999986
SIR,5,800,POF_PPSVMG,30,0.1741078940550294,0.16576539180279623,0.00834250225223318,0.00834250225223318,0.0019286081723899737,0.043915921627468706,0.044701292109048586,1.9882411057964846,0.9646466666666667,0.03535333333333335
SIR,5,800,Random_MLP,30,0.17776770132103267,0.16576539180279623,0.012002309518236443,0.012002309518236443,0.0013832594638108853,0.037192196275709306,0.03908087636661228,1.4260301108869784,0.9659,0.03410000000000002
SIR,5,800,Random_PPSVMG,30,0.16518779194255845,0.16576539180279623,-0.0005775998602377819,0.0005775998602377819,0.00020020085418386648,0.01414923510949855,0.014161019588377568,0.20639110287013984,0.9804466666666667,0.01955333333333331
SIR,5,1000,Naive,30,0.16848413143109842,0.16576539180279623,0.002718739628302186,0.002718739628302186,0.0006025844512164899,0.024547595630050816,0.024697692126654076,1.0,,
SIR,5,1000,POF_MLP,30,0.14147227906704854,0.16576539180279623,-0.02429311273574769,0.02429311273574769,0.0024822366199097963,0.04982204953541952,0.05542916151541121,4.11931740837104,0.9656133333333333,0.034386666666666676
SIR,5,1000,POF_PPSVMG,30,0.15344975586460693,0.16576539180279623,-0.012315635938189295,0.012315635938189295,0.002815240668183663,0.05305884156465973,0.05446940018712968,4.671943762405901,0.9727466666666668,0.02725333333333324
SIR,5,1000,Random_MLP,30,0.1713328246781489,0.16576539180279623,0.0055674328753526625,0.0055674328753526625,0.00036405910238327495,0.019080332868775505,0.019876000885611585,0.6041627885490856,0.9720666666666666,0.027933333333333366
SIR,5,1000,Random_PPSVMG,30,0.16611784219666728,0.16576539180279623,0.00035245039387105104,0.00035245039387105104,0.00013124044858257473,0.011456022371773492,0.011461442747870558,0.2177959426560512,0.9835533333333333,0.01644666666666672
SIR,5,1400,Naive,30,0.1660819727398997,0.16576539180279623,0.00031658093710346114,0.00031658093710346114,0.0002699098656583499,0.016428933795543454,0.016431983725286706,1.0,,
SIR,5,1400,POF_MLP,30,0.14750342464007088,0.16576539180279623,-0.01826196716272535,0.01826196716272535,0.001707121188857698,0.04131732310856668,0.04517322916850374,6.324782477638519,0.9684533333333333,0.03154666666666672
